timestamp,block_height,bits,transaction_count,block_size
2022-05-15 04:30:25.000000 UTC,1668129,1c0169c8,5,5939
2022-05-15 04:25:48.000000 UTC,1668128,1c0175a6,8,7962
2022-05-15 04:22:41.000000 UTC,1668127,1c017527,6,7205
2022-05-15 04:19:40.000000 UTC,1668126,1c01774d,1,1714
2022-05-15 04:18:25.000000 UTC,1668125,1c017490,6,9599
2022-05-15 04:16:14.000000 UTC,1668124,1c017422,6,5083
2022-05-15 04:12:41.000000 UTC,1668123,1c016f79,1,1714
2022-05-15 04:12:25.000000 UTC,1668122,1c0170fa,3,4604
2022-05-15 04:11:02.000000 UTC,1668121,1c017294,5,7131
2022-05-15 04:09:59.000000 UTC,1668120,1c016eb4,2,1903
2022-05-15 04:09:20.000000 UTC,1668119,1c016d8d,3,2216
2022-05-15 04:08:24.000000 UTC,1668118,1c016702,2,2105
2022-05-15 04:07:12.000000 UTC,1668117,1c016c56,4,38440
2022-05-15 04:05:57.000000 UTC,1668116,1c016efd,2,2106
2022-05-15 04:05:32.000000 UTC,1668115,1c015daf,5,7553
2022-05-15 04:04:27.000000 UTC,1668114,1c0161ef,3,5603
2022-05-15 04:03:39.000000 UTC,1668113,1c016494,4,3285
2022-05-15 04:01:27.000000 UTC,1668112,1c016ef0,2,1938
2022-05-15 04:00:43.000000 UTC,1668111,1c016da9,1,1693
2022-05-15 03:59:45.000000 UTC,1668110,1c016ce0,12,16286
2022-05-15 03:54:05.000000 UTC,1668109,1c0166cc,2,1958
2022-05-15 03:53:48.000000 UTC,1668108,1c016d13,1,1721
2022-05-15 03:53:17.000000 UTC,1668107,1c016cf7,5,6038
2022-05-15 03:52:26.000000 UTC,1668106,1c01729a,7,3387
2022-05-15 03:49:16.000000 UTC,1668105,1c016d7b,3,2335
2022-05-15 03:47:55.000000 UTC,1668104,1c016c11,3,4463
2022-05-15 03:46:07.000000 UTC,1668103,1c016bc5,1,1693
2022-05-15 03:45:59.000000 UTC,1668102,1c016d41,5,4242
2022-05-15 03:45:03.000000 UTC,1668101,1c0175ba,1,1693
2022-05-15 03:44:58.000000 UTC,1668100,1c017955,7,16956
2022-05-15 03:43:22.000000 UTC,1668099,1c01705f,2,1908
2022-05-15 03:42:26.000000 UTC,1668098,1c017974,4,8294
2022-05-15 03:42:15.000000 UTC,1668097,1c017526,2,1937
2022-05-15 03:41:41.000000 UTC,1668096,1c016fa0,1,1714
2022-05-15 03:41:18.000000 UTC,1668095,1c017d3f,5,21162
2022-05-15 03:39:26.000000 UTC,1668094,1c017a89,4,6649
2022-05-15 03:37:53.000000 UTC,1668093,1c017845,4,7068
2022-05-15 03:36:41.000000 UTC,1668092,1c017155,3,2318
2022-05-15 03:35:39.000000 UTC,1668091,1c0165fb,2,16526
2022-05-15 03:34:39.000000 UTC,1668090,1c016b0f,5,25449
2022-05-15 03:31:36.000000 UTC,1668089,1c0165e2,3,2148
2022-05-15 03:28:54.000000 UTC,1668088,1c01603d,2,1958
2022-05-15 03:27:54.000000 UTC,1668087,1c0158bc,1,1721
2022-05-15 03:27:38.000000 UTC,1668086,1c015cd2,2,3398
2022-05-15 03:25:59.000000 UTC,1668085,1c01559f,3,3125
2022-05-15 03:25:00.000000 UTC,1668084,1c014ddc,3,7739
2022-05-15 03:23:27.000000 UTC,1668083,1c014078,2,4066
2022-05-15 03:22:53.000000 UTC,1668082,1c013e5e,2,2379
2022-05-15 03:22:02.000000 UTC,1668081,1c013011,2,1998
2022-05-15 03:21:40.000000 UTC,1668080,1c012c89,1,1714
2022-05-15 03:20:28.000000 UTC,1668079,1c012d6d,6,7392
2022-05-15 03:17:28.000000 UTC,1668078,1c011556,4,2888
2022-05-15 03:13:59.000000 UTC,1668077,1c010f10,1,1714
2022-05-15 03:13:49.000000 UTC,1668076,1c010a7e,5,4198
2022-05-15 03:09:21.000000 UTC,1668075,1c010f11,4,2601
2022-05-15 03:08:14.000000 UTC,1668074,1c01127c,1,1714
2022-05-15 03:07:36.000000 UTC,1668073,1c010cc5,13,8933
2022-05-15 02:59:26.000000 UTC,1668072,1c0109c6,6,14074
2022-05-15 02:55:39.000000 UTC,1668071,1c010b74,4,2988
2022-05-15 02:53:16.000000 UTC,1668070,1c010dd9,1,1721
2022-05-15 02:53:06.000000 UTC,1668069,1c010db6,2,1958
2022-05-15 02:52:57.000000 UTC,1668068,1c010fa4,5,2690
2022-05-15 02:48:53.000000 UTC,1668067,1c010b82,5,6767
2022-05-15 02:46:59.000000 UTC,1668066,1c01171f,1,1693
2022-05-15 02:46:22.000000 UTC,1668065,1c0118d6,1,2671
2022-05-15 02:46:08.000000 UTC,1668064,1c012685,5,5704
2022-05-15 02:42:58.000000 UTC,1668063,1c012b8d,3,2202
2022-05-15 02:42:27.000000 UTC,1668062,1c012a68,4,7492
2022-05-15 02:40:22.000000 UTC,1668061,1c012e2f,2,19042
2022-05-15 02:40:05.000000 UTC,1668060,1c012e44,1,1714
2022-05-15 02:39:50.000000 UTC,1668059,1c01327f,1,1714
2022-05-15 02:39:34.000000 UTC,1668058,1c013148,1,1693
2022-05-15 02:39:31.000000 UTC,1668057,1c01335c,1,1714
2022-05-15 02:38:31.000000 UTC,1668056,1c0137a8,2,1959
2022-05-15 02:38:15.000000 UTC,1668055,1c013b3a,5,20645
2022-05-15 02:36:58.000000 UTC,1668054,1c014034,2,2902
2022-05-15 02:36:40.000000 UTC,1668053,1c01435e,2,4087
2022-05-15 02:35:40.000000 UTC,1668052,1c013ba4,4,6795
2022-05-15 02:35:02.000000 UTC,1668051,1c013d1f,5,5348
2022-05-15 02:33:25.000000 UTC,1668050,1c013c5a,1,1693
2022-05-15 02:33:11.000000 UTC,1668049,1c013415,2,1925
2022-05-15 02:32:51.000000 UTC,1668048,1c01345f,1,2671
2022-05-15 02:32:45.000000 UTC,1668047,1c012ce8,11,8272
2022-05-15 02:30:22.000000 UTC,1668046,1c012a6e,1,1693
2022-05-15 02:29:58.000000 UTC,1668045,1c012b93,1,1693
2022-05-15 02:29:46.000000 UTC,1668044,1c01282d,6,3230
2022-05-15 02:26:39.000000 UTC,1668043,1c012740,1,2671
2022-05-15 02:26:19.000000 UTC,1668042,1c012404,5,4786
2022-05-15 02:22:25.000000 UTC,1668041,1c0128db,1,1699
2022-05-15 02:20:56.000000 UTC,1668040,1c0129ad,2,1959
2022-05-15 02:20:16.000000 UTC,1668039,1c012310,3,2442
2022-05-15 02:18:53.000000 UTC,1668038,1c011f63,3,3092
2022-05-15 02:17:30.000000 UTC,1668037,1c0124fc,4,2414
2022-05-15 02:15:48.000000 UTC,1668036,1c012e37,4,6711
2022-05-15 02:14:59.000000 UTC,1668035,1c012d5a,1,1699
2022-05-15 02:13:34.000000 UTC,1668034,1c012b57,5,5617
2022-05-15 02:10:23.000000 UTC,1668033,1c012c52,1,1722
2022-05-15 02:08:43.000000 UTC,1668032,1c012af7,3,5254
2022-05-15 02:06:30.000000 UTC,1668031,1c01316d,5,5448
2022-05-15 02:05:07.000000 UTC,1668030,1c0134c7,1,1693
2022-05-15 02:04:42.000000 UTC,1668029,1c0133ff,2,2882
2022-05-15 02:03:32.000000 UTC,1668028,1c013313,1,1714
2022-05-15 02:03:16.000000 UTC,1668027,1c01363e,1,1726
2022-05-15 02:02:21.000000 UTC,1668026,1c0137d0,2,1966
2022-05-15 02:01:54.000000 UTC,1668025,1c013e0f,5,3100
2022-05-15 02:00:16.000000 UTC,1668024,1c013b14,3,3147
2022-05-15 01:59:44.000000 UTC,1668023,1c013c09,1,1693
2022-05-15 01:58:48.000000 UTC,1668022,1c013def,1,1693
2022-05-15 01:58:41.000000 UTC,1668021,1c0140fc,2,2106
2022-05-15 01:57:48.000000 UTC,1668020,1c013718,1,1714
2022-05-15 01:57:26.000000 UTC,1668019,1c012e8f,5,6157
2022-05-15 01:55:33.000000 UTC,1668018,1c013375,2,4834
2022-05-15 01:54:13.000000 UTC,1668017,1c0136eb,3,3420
2022-05-15 01:53:19.000000 UTC,1668016,1c013943,1,1714
2022-05-15 01:53:11.000000 UTC,1668015,1c013e30,3,2216
2022-05-15 01:49:39.000000 UTC,1668014,1c013ba7,3,4478
2022-05-15 01:45:47.000000 UTC,1668013,1c0137a0,1,1714
2022-05-15 01:45:41.000000 UTC,1668012,1c013ff1,1,1693
2022-05-15 01:45:15.000000 UTC,1668011,1c014993,1,1714
2022-05-15 01:44:54.000000 UTC,1668010,1c014ae6,1,2671
2022-05-15 01:44:38.000000 UTC,1668009,1c014a5d,4,9219
2022-05-15 01:42:36.000000 UTC,1668008,1c014b37,4,15656
2022-05-15 01:40:06.000000 UTC,1668007,1c015509,1,1714
2022-05-15 01:39:57.000000 UTC,1668006,1c01624a,1,1693
2022-05-15 01:39:39.000000 UTC,1668005,1c016328,1,1714
2022-05-15 01:38:58.000000 UTC,1668004,1c01641b,2,2255
2022-05-15 01:37:58.000000 UTC,1668003,1c016af3,4,4580
2022-05-15 01:36:06.000000 UTC,1668002,1c016cce,1,1733
2022-05-15 01:35:27.000000 UTC,1668001,1c016c90,2,1938
2022-05-15 01:34:26.000000 UTC,1668000,1c016d45,3,7381
2022-05-15 01:33:36.000000 UTC,1667999,1c016eb5,1,1693
2022-05-15 01:33:13.000000 UTC,1667998,1c017167,1,1693
2022-05-15 01:33:02.000000 UTC,1667997,1c0171bd,3,3905
2022-05-15 01:32:12.000000 UTC,1667996,1c0172c3,1,1721
2022-05-15 01:31:41.000000 UTC,1667995,1c0174ad,1,1728
2022-05-15 01:31:05.000000 UTC,1667994,1c0175b3,3,7925
2022-05-15 01:30:53.000000 UTC,1667993,1c017826,4,5490
2022-05-15 01:30:04.000000 UTC,1667992,1c018519,2,1940
2022-05-15 01:29:22.000000 UTC,1667991,1c0180e3,1,1714
2022-05-15 01:28:37.000000 UTC,1667990,1c017ac0,1,1714
2022-05-15 01:27:09.000000 UTC,1667989,1c016b7b,3,6466
2022-05-15 01:25:04.000000 UTC,1667988,1c016d57,1,1723
2022-05-15 01:24:40.000000 UTC,1667987,1c016fd4,1,1723
2022-05-15 01:24:31.000000 UTC,1667986,1c017cc5,3,6546
2022-05-15 01:23:08.000000 UTC,1667985,1c018803,5,2931
2022-05-15 01:20:40.000000 UTC,1667984,1c018721,5,3658
2022-05-15 01:16:43.000000 UTC,1667983,1c01891b,1,1714
2022-05-15 01:15:50.000000 UTC,1667982,1c019257,1,1714
2022-05-15 01:15:23.000000 UTC,1667981,1c018bc8,4,6473
2022-05-15 01:13:51.000000 UTC,1667980,1c018c9f,1,1693
2022-05-15 01:12:58.000000 UTC,1667979,1c0194a1,1,2671
2022-05-15 01:12:52.000000 UTC,1667978,1c018bbc,2,2999
2022-05-15 01:12:28.000000 UTC,1667977,1c0187aa,1,1714
2022-05-15 01:12:24.000000 UTC,1667976,1c018333,3,4271
2022-05-15 01:11:17.000000 UTC,1667975,1c017907,3,2629
2022-05-15 01:10:54.000000 UTC,1667974,1c017721,1,1714
2022-05-15 01:10:20.000000 UTC,1667973,1c01740d,3,2169
2022-05-15 01:08:44.000000 UTC,1667972,1c017397,4,6094
2022-05-15 01:06:38.000000 UTC,1667971,1c017394,3,2507
2022-05-15 01:05:50.000000 UTC,1667970,1c017655,6,6619
2022-05-15 01:02:39.000000 UTC,1667969,1c016647,4,4584
2022-05-15 01:02:05.000000 UTC,1667968,1c015bd4,2,18163
2022-05-15 01:00:53.000000 UTC,1667967,1c015fbc,2,2238
2022-05-15 01:00:26.000000 UTC,1667966,1c01651f,5,5948
2022-05-15 00:59:11.000000 UTC,1667965,1c015a8c,1,1714
2022-05-15 00:58:16.000000 UTC,1667964,1c015b59,11,8384
2022-05-15 00:53:36.000000 UTC,1667963,1c016b9f,9,8787
2022-05-15 00:49:38.000000 UTC,1667962,1c01617e,1,1714
2022-05-15 00:49:11.000000 UTC,1667961,1c01639a,4,2375
2022-05-15 00:47:50.000000 UTC,1667960,1c015e24,7,12645
2022-05-15 00:44:54.000000 UTC,1667959,1c01698b,2,1938
2022-05-15 00:44:35.000000 UTC,1667958,1c016b86,6,5270
2022-05-15 00:43:33.000000 UTC,1667957,1c01785c,5,8278
2022-05-15 00:40:24.000000 UTC,1667956,1c01793a,1,2671
2022-05-15 00:40:17.000000 UTC,1667955,1c0179f7,5,7013
2022-05-15 00:38:31.000000 UTC,1667954,1c017809,3,2470
2022-05-15 00:38:23.000000 UTC,1667953,1c017e5f,4,4758
2022-05-15 00:37:23.000000 UTC,1667952,1c018099,3,2170
2022-05-15 00:37:16.000000 UTC,1667951,1c017be6,1,1693
2022-05-15 00:36:53.000000 UTC,1667950,1c018179,1,1699
2022-05-15 00:36:37.000000 UTC,1667949,1c0177e0,3,3166
2022-05-15 00:35:25.000000 UTC,1667948,1c017bed,2,4087
2022-05-15 00:34:01.000000 UTC,1667947,1c017f14,2,4320
2022-05-15 00:33:32.000000 UTC,1667946,1c01748c,2,1959
2022-05-15 00:32:26.000000 UTC,1667945,1c017318,1,1714
2022-05-15 00:31:28.000000 UTC,1667944,1c01745a,6,16127
2022-05-15 00:29:09.000000 UTC,1667943,1c017b42,2,2881
2022-05-15 00:29:06.000000 UTC,1667942,1c0171ff,1,1721
2022-05-15 00:29:03.000000 UTC,1667941,1c016f28,4,3002
2022-05-15 00:24:24.000000 UTC,1667940,1c016b4d,1,1721
2022-05-15 00:23:47.000000 UTC,1667939,1c0173ea,2,1975
2022-05-15 00:23:24.000000 UTC,1667938,1c017779,2,2083
2022-05-15 00:23:13.000000 UTC,1667937,1c017f53,3,2181
2022-05-15 00:20:37.000000 UTC,1667936,1c0176d2,3,5644
2022-05-15 00:19:13.000000 UTC,1667935,1c0174a6,7,13821
2022-05-15 00:16:03.000000 UTC,1667934,1c017715,1,1721
2022-05-15 00:15:19.000000 UTC,1667933,1c0172b9,1,1714
2022-05-15 00:14:54.000000 UTC,1667932,1c01794a,2,2529
2022-05-15 00:14:16.000000 UTC,1667931,1c01760b,7,6529
2022-05-15 00:11:15.000000 UTC,1667930,1c01790e,2,1909
2022-05-15 00:10:07.000000 UTC,1667929,1c017ec2,1,1714
2022-05-15 00:10:00.000000 UTC,1667928,1c018780,7,8556
2022-05-15 00:07:34.000000 UTC,1667927,1c0184db,1,1714
2022-05-15 00:07:27.000000 UTC,1667926,1c017d48,5,5037
2022-05-15 00:06:24.000000 UTC,1667925,1c017f6e,2,1938
2022-05-15 00:05:33.000000 UTC,1667924,1c019596,5,8110
2022-05-15 00:03:32.000000 UTC,1667923,1c018b58,1,1714
2022-05-15 00:03:30.000000 UTC,1667922,1c0187cd,1,1733
2022-05-15 00:03:04.000000 UTC,1667921,1c01866b,7,8939
2022-05-15 00:01:15.000000 UTC,1667920,1c017ac7,1,1714
2022-05-15 00:00:58.000000 UTC,1667919,1c01753a,2,2434
2022-05-15 00:00:44.000000 UTC,1667918,1c0178b7,3,2396
2022-05-14 23:58:50.000000 UTC,1667917,1c018206,6,2902
2022-05-14 23:56:27.000000 UTC,1667916,1c017acd,3,4893
2022-05-14 23:55:23.000000 UTC,1667915,1c01782f,4,2857
2022-05-14 23:52:54.000000 UTC,1667914,1c017c84,2,1943
2022-05-14 23:51:48.000000 UTC,1667913,1c0173c0,3,2114
2022-05-14 23:51:12.000000 UTC,1667912,1c0164b4,1,1693
2022-05-14 23:50:44.000000 UTC,1667911,1c016f42,1,1708
2022-05-14 23:49:22.000000 UTC,1667910,1c016cc8,5,4236
2022-05-14 23:47:45.000000 UTC,1667909,1c016c19,1,1726
2022-05-14 23:47:32.000000 UTC,1667908,1c01768f,3,2330
2022-05-14 23:45:57.000000 UTC,1667907,1c0160a9,4,4688
2022-05-14 23:42:19.000000 UTC,1667906,1c0161d3,5,6305
2022-05-14 23:39:56.000000 UTC,1667905,1c015d02,1,1714
2022-05-14 23:39:47.000000 UTC,1667904,1c015902,1,1721
2022-05-14 23:39:28.000000 UTC,1667903,1c0157e0,1,1693
2022-05-14 23:38:35.000000 UTC,1667902,1c015708,15,9503
2022-05-14 23:32:36.000000 UTC,1667901,1c014fe8,1,1693
2022-05-14 23:32:25.000000 UTC,1667900,1c014730,7,7598
2022-05-14 23:30:15.000000 UTC,1667899,1c014660,5,29096
2022-05-14 23:28:52.000000 UTC,1667898,1c014152,1,1714
2022-05-14 23:28:34.000000 UTC,1667897,1c01437c,1,1693
2022-05-14 23:28:21.000000 UTC,1667896,1c0143ec,5,9019
2022-05-14 23:26:21.000000 UTC,1667895,1c014347,7,24716
2022-05-14 23:22:46.000000 UTC,1667894,1c01349c,1,1730
2022-05-14 23:22:21.000000 UTC,1667893,1c013958,6,8230
2022-05-14 23:20:31.000000 UTC,1667892,1c01406a,10,13035
2022-05-14 23:18:23.000000 UTC,1667891,1c01332d,1,1714
2022-05-14 23:18:14.000000 UTC,1667890,1c0135ac,1,1693
2022-05-14 23:17:45.000000 UTC,1667889,1c0133c0,10,13404
2022-05-14 23:11:52.000000 UTC,1667888,1c013d4e,2,4087
2022-05-14 23:11:32.000000 UTC,1667887,1c013dce,2,5428
2022-05-14 23:10:41.000000 UTC,1667886,1c0141e3,12,10584
2022-05-14 23:05:59.000000 UTC,1667885,1c0141c4,2,3173
2022-05-14 23:04:55.000000 UTC,1667884,1c0145ff,5,8685
2022-05-14 23:03:40.000000 UTC,1667883,1c0147aa,5,7290
2022-05-14 23:02:15.000000 UTC,1667882,1c014978,4,6705
2022-05-14 23:01:29.000000 UTC,1667881,1c014d15,1,1714
2022-05-14 23:01:07.000000 UTC,1667880,1c014629,3,5255
2022-05-14 23:00:44.000000 UTC,1667879,1c014719,4,4611
2022-05-14 23:00:27.000000 UTC,1667878,1c014d92,3,4332
2022-05-14 22:59:14.000000 UTC,1667877,1c014dc7,1,1721
2022-05-14 22:59:03.000000 UTC,1667876,1c015bb9,1,1699
2022-05-14 22:58:45.000000 UTC,1667875,1c015131,3,6460
2022-05-14 22:56:07.000000 UTC,1667874,1c014f14,1,1693
2022-05-14 22:55:55.000000 UTC,1667873,1c014b9b,1,1693
2022-05-14 22:55:46.000000 UTC,1667872,1c015250,6,7610
2022-05-14 22:54:11.000000 UTC,1667871,1c014ac5,6,7447
2022-05-14 22:53:05.000000 UTC,1667870,1c014b3f,9,9589
2022-05-14 22:50:40.000000 UTC,1667869,1c0149b6,1,1719
2022-05-14 22:49:50.000000 UTC,1667868,1c014d5a,9,11163
2022-05-14 22:48:27.000000 UTC,1667867,1c014706,2,2548
2022-05-14 22:48:08.000000 UTC,1667866,1c0144ea,8,9540
2022-05-14 22:44:27.000000 UTC,1667865,1c01520e,1,1714
2022-05-14 22:43:45.000000 UTC,1667864,1c0150dd,5,7636
2022-05-14 22:42:25.000000 UTC,1667863,1c01560c,1,1721
2022-05-14 22:42:14.000000 UTC,1667862,1c0152df,7,12266
2022-05-14 22:40:52.000000 UTC,1667861,1c014c04,5,9496
2022-05-14 22:39:12.000000 UTC,1667860,1c014ce0,1,1693
2022-05-14 22:38:41.000000 UTC,1667859,1c013a32,3,6460
2022-05-14 22:37:29.000000 UTC,1667858,1c0139cf,2,3064
2022-05-14 22:36:52.000000 UTC,1667857,1c0138b5,1,1714
2022-05-14 22:36:38.000000 UTC,1667856,1c013856,6,7476
2022-05-14 22:34:50.000000 UTC,1667855,1c0134bb,7,10974
2022-05-14 22:33:11.000000 UTC,1667854,1c013380,10,17033
2022-05-14 22:27:56.000000 UTC,1667853,1c013134,2,11378
2022-05-14 22:27:53.000000 UTC,1667852,1c01302a,4,4522
2022-05-14 22:27:15.000000 UTC,1667851,1c012ddf,2,2058
2022-05-14 22:26:26.000000 UTC,1667850,1c013174,7,7530
2022-05-14 22:23:55.000000 UTC,1667849,1c013281,7,8353
2022-05-14 22:21:51.000000 UTC,1667848,1c0128d3,5,8250
2022-05-14 22:20:35.000000 UTC,1667847,1c01267d,5,5132
2022-05-14 22:19:16.000000 UTC,1667846,1c012144,6,8262
2022-05-14 22:17:37.000000 UTC,1667845,1c012952,1,1693
2022-05-14 22:17:34.000000 UTC,1667844,1c012c4f,2,1987
2022-05-14 22:16:10.000000 UTC,1667843,1c0129bc,13,26151
2022-05-14 22:11:28.000000 UTC,1667842,1c012d1f,4,4580
2022-05-14 22:09:52.000000 UTC,1667841,1c013766,9,10152
2022-05-14 22:06:57.000000 UTC,1667840,1c013e11,1,1714
2022-05-14 22:06:48.000000 UTC,1667839,1c0145e0,1,1693
2022-05-14 22:06:23.000000 UTC,1667838,1c014855,24,12117
2022-05-14 22:03:50.000000 UTC,1667837,1c01473a,1,1721
2022-05-14 22:03:37.000000 UTC,1667835,1c014c3c,2,4071
2022-05-14 22:03:37.000000 UTC,1667836,1c014bd1,1,1722
2022-05-14 22:03:23.000000 UTC,1667834,1c014e1c,3,12555
2022-05-14 22:02:55.000000 UTC,1667833,1c015219,11,216139
2022-05-14 22:01:43.000000 UTC,1667832,1c015a6f,17,179712
2022-05-14 22:00:17.000000 UTC,1667831,1c015ee2,3,4718
2022-05-14 22:00:11.000000 UTC,1667830,1c016183,1,2671
2022-05-14 21:59:35.000000 UTC,1667829,1c01621a,2,4066
2022-05-14 21:59:02.000000 UTC,1667828,1c016a6c,5,4865
2022-05-14 21:58:32.000000 UTC,1667827,1c017395,2,1966
2022-05-14 21:57:28.000000 UTC,1667826,1c0171ab,7,10494
2022-05-14 21:56:11.000000 UTC,1667825,1c0173bf,1,1714
2022-05-14 21:56:01.000000 UTC,1667824,1c016b60,1,1714
2022-05-14 21:55:24.000000 UTC,1667823,1c017dd6,5,6950
2022-05-14 21:54:03.000000 UTC,1667822,1c017fc6,1,1714
2022-05-14 21:53:49.000000 UTC,1667821,1c017fe5,4,4814
2022-05-14 21:52:52.000000 UTC,1667820,1c017b9f,1,1693
2022-05-14 21:52:43.000000 UTC,1667819,1c017c66,6,7420
2022-05-14 21:50:51.000000 UTC,1667818,1c017925,3,2148
2022-05-14 21:49:50.000000 UTC,1667817,1c017680,6,19211
2022-05-14 21:48:14.000000 UTC,1667816,1c017c1b,1,1719
2022-05-14 21:47:11.000000 UTC,1667815,1c016e34,3,4325
2022-05-14 21:46:41.000000 UTC,1667814,1c0165a4,3,4634
2022-05-14 21:46:04.000000 UTC,1667813,1c0166ee,2,1925
2022-05-14 21:45:57.000000 UTC,1667812,1c016760,2,4066
2022-05-14 21:45:28.000000 UTC,1667811,1c015ddd,3,4282
2022-05-14 21:44:35.000000 UTC,1667810,1c015373,9,13559
2022-05-14 21:41:50.000000 UTC,1667809,1c015155,7,11283
2022-05-14 21:39:38.000000 UTC,1667808,1c014e43,4,4552
2022-05-14 21:38:55.000000 UTC,1667807,1c014d12,1,1693
2022-05-14 21:38:16.000000 UTC,1667806,1c01386d,10,13098
2022-05-14 21:34:49.000000 UTC,1667805,1c012f8c,7,10760
2022-05-14 21:31:59.000000 UTC,1667804,1c01386a,6,9583
2022-05-14 21:31:05.000000 UTC,1667803,1c01395a,3,5323
2022-05-14 21:29:56.000000 UTC,1667802,1c01352a,1,1726
2022-05-14 21:29:37.000000 UTC,1667801,1c013f3f,12,16456
2022-05-14 21:23:15.000000 UTC,1667800,1c013e02,12,14317
2022-05-14 21:19:58.000000 UTC,1667799,1c013327,11,19531
2022-05-14 21:17:45.000000 UTC,1667798,1c0134d8,1,1726
2022-05-14 21:17:16.000000 UTC,1667797,1c0134c8,9,15570
2022-05-14 21:15:20.000000 UTC,1667796,1c0130c4,1,1721
2022-05-14 21:15:04.000000 UTC,1667795,1c013504,2,3062
2022-05-14 21:14:18.000000 UTC,1667794,1c013743,10,11382
2022-05-14 21:10:47.000000 UTC,1667793,1c013c24,2,1959
2022-05-14 21:10:36.000000 UTC,1667792,1c013b99,2,2950
2022-05-14 21:09:49.000000 UTC,1667791,1c01409d,5,9057
2022-05-14 21:07:51.000000 UTC,1667790,1c0141f1,6,18414
2022-05-14 21:06:13.000000 UTC,1667789,1c015092,7,9293
2022-05-14 21:04:35.000000 UTC,1667788,1c01520e,2,4103
2022-05-14 21:04:09.000000 UTC,1667787,1c014cec,5,7075
2022-05-14 21:03:30.000000 UTC,1667786,1c01521e,4,9786
2022-05-14 21:02:56.000000 UTC,1667785,1c015dfb,2,1958
2022-05-14 21:02:46.000000 UTC,1667784,1c015500,1,1693
2022-05-14 21:02:24.000000 UTC,1667783,1c015457,1,1699
2022-05-14 21:02:05.000000 UTC,1667782,1c01542e,11,14069
2022-05-14 20:57:47.000000 UTC,1667781,1c0157f2,2,1959
2022-05-14 20:57:27.000000 UTC,1667780,1c0158f7,1,1714
2022-05-14 20:57:16.000000 UTC,1667779,1c015965,8,13596
2022-05-14 20:54:39.000000 UTC,1667778,1c015335,2,1959
2022-05-14 20:54:31.000000 UTC,1667777,1c014d3d,2,1993
2022-05-14 20:54:23.000000 UTC,1667776,1c014d07,1,2671
2022-05-14 20:54:16.000000 UTC,1667775,1c015813,3,2175
2022-05-14 20:54:01.000000 UTC,1667774,1c015350,1,1714
2022-05-14 20:53:38.000000 UTC,1667773,1c0159e0,4,6705
2022-05-14 20:51:20.000000 UTC,1667772,1c014b02,6,10043
2022-05-14 20:49:25.000000 UTC,1667771,1c01593e,5,6961
2022-05-14 20:48:00.000000 UTC,1667770,1c01508f,1,1720
2022-05-14 20:47:52.000000 UTC,1667769,1c014af7,5,9270
2022-05-14 20:46:20.000000 UTC,1667768,1c01413e,2,3859
2022-05-14 20:46:08.000000 UTC,1667767,1c013f77,13,24827
2022-05-14 20:42:01.000000 UTC,1667766,1c014941,3,2374
2022-05-14 20:41:29.000000 UTC,1667765,1c014d18,5,6983
2022-05-14 20:38:28.000000 UTC,1667764,1c015067,3,6460
2022-05-14 20:36:46.000000 UTC,1667763,1c015412,8,10595
2022-05-14 20:33:07.000000 UTC,1667762,1c0164cf,8,11359
2022-05-14 20:32:28.000000 UTC,1667761,1c0162f5,1,1714
2022-05-14 20:32:18.000000 UTC,1667760,1c016170,1,2671
2022-05-14 20:32:05.000000 UTC,1667759,1c015bb6,3,5555
2022-05-14 20:30:56.000000 UTC,1667758,1c01518d,3,4339
2022-05-14 20:30:19.000000 UTC,1667757,1c016134,4,24221
2022-05-14 20:30:01.000000 UTC,1667756,1c015cb8,2,1904
2022-05-14 20:29:33.000000 UTC,1667755,1c0159fc,1,1726
2022-05-14 20:29:28.000000 UTC,1667754,1c01489e,7,37941
2022-05-14 20:28:20.000000 UTC,1667753,1c01494b,7,9655
2022-05-14 20:25:17.000000 UTC,1667752,1c014635,1,1725
2022-05-14 20:25:12.000000 UTC,1667751,1c01434c,5,20341
2022-05-14 20:23:19.000000 UTC,1667750,1c014a9b,1,1714
2022-05-14 20:23:12.000000 UTC,1667749,1c013eb6,12,23658
2022-05-14 20:18:48.000000 UTC,1667748,1c013829,4,6704
2022-05-14 20:17:56.000000 UTC,1667747,1c012e8e,2,4087
2022-05-14 20:17:34.000000 UTC,1667746,1c012c3c,8,11786
2022-05-14 20:16:21.000000 UTC,1667745,1c011ae0,1,1714
2022-05-14 20:16:19.000000 UTC,1667744,1c011a00,7,10296
